F1	4552656495
F0	1920118592
f1	1629693824
f2	46689152
f3	26463104
f4	24157248
f5	23742272
f6	23474112
f7	22888704
f8	21595200
f9	19751488
f10	17305344
f11	14529792
f12	11626240
f13	8945472
f14	6624768
f15	4710016
f16	3270656
f17	2204288
f18	1493120
f19	1038336
f20	739904
f21	556544
f22	446208
f23	378880
f24	334464
f25	302784
f26	272320
f27	249920
f28	228224
f29	215424
f30	199232
f31	185920
f32	177472
f33	165120
f34	155008
f35	145728
f36	137984
f37	127424
f38	123008
f39	116672
f40	115264
f41	108800
f42	102592
f43	100864
f44	92864
f45	89408
f46	85952
f47	75136
f48	79104
f49	75584
f50	74112
f51	72704
f52	68608
f53	65472
f54	62016
f55	59840
f56	59136
f57	55744
f58	55360
f59	53056
f60	51136
f61	49536
f62	51072
f63	42368
f64	46336


Time taken = 431.616597 seconds


Disk read time = 219.902026 seconds
