F1	6137486595
F0	2112462656
f1	1799894592
f2	45516096
f3	19281920
f4	16186240
f5	15836160
f6	16155456
f7	16645568
f8	17140352
f9	17498752
f10	17625664
f11	17371392
f12	16790336
f13	15716864
f14	14291008
f15	12562240
f16	10699392
f17	8774528
f18	6969856
f19	5389312
f20	4009088
f21	2946624
f22	2101696
f23	1485312
f24	1060480
f25	762560
f26	555712
f27	444032
f28	352256
f29	305216
f30	268928
f31	245824
f32	225088
f33	216320
f34	193152
f35	184384
f36	176576
f37	170880
f38	162304
f39	152896
f40	143232
f41	131456
f42	122112
f43	122688
f44	114240
f45	110656
f46	103872
f47	101504
f48	94656
f49	88576
f50	90560
f51	86400
f52	84032
f53	80960
f54	77120
f55	75072
f56	74368
f57	69312
f58	65024
f59	63744
f60	65408
f61	63872
f62	60160
f63	59328
f64	58112


Time taken = 436.709738 seconds


Disk read time = 204.781665 seconds
