F1	28380966541
F0	5187416384
f1	4642764224
f2	193743488
f3	44519296
f4	17807808
f5	9869312
f6	6484416
f7	4697088
f8	3612096
f9	2956032
f10	2545088
f11	2261120
f12	2064448
f13	1921792
f14	1882560
f15	1846336
f16	1827136
f17	1871616
f18	1909824
f19	1956736
f20	2017088
f21	2084160
f22	2095744
f23	2197440
f24	2254720
f25	2325888
f26	2418304
f27	2471872
f28	2541376
f29	2607936
f30	2651392
f31	2714560
f32	2798912
f33	2830528
f34	2871488
f35	2915840
f36	2982016
f37	3014656
f38	3063040
f39	3111424
f40	3201600
f41	3207040
f42	3265344
f43	3339200
f44	3376832
f45	3428032
f46	3481600
f47	3541632
f48	3580096
f49	3654720
f50	3701952
f51	3805632
f52	3836544
f53	3913984
f54	3994240
f55	4081216
f56	4148480
f57	4196928
f58	4272640
f59	4347136
f60	4414080
f61	4503040
f62	4536640
f63	4600512
f64	4583296


fFinal value of th = 6


Time taken = 1408.603890 seconds


Disk read time = 480.922680 seconds
