F1	2001419815
F0	484450920
f1	385858208
f2	8809440
f3	1677312
f4	1165792
f5	1205224
f6	1408592
f7	1710312
f8	2063168
f9	2469704
f10	2928272
f11	3416296
f12	3912696
f13	4405840
f14	4795408
f15	5117856
f16	5306952
f17	5362840
f18	5277320
f19	5077424
f20	4763992
f21	4370320
f22	3914848
f23	3440992
f24	2957016
f25	2511032
f26	2079888
f27	1710360
f28	1373624
f29	1087672
f30	848344
f31	661888
f32	515152
f33	394840
f34	298472
f35	231560
f36	176656
f37	136480
f38	105448
f39	84584
f40	66952
f41	52640
f42	45472
f43	39360
f44	33624
f45	28608
f46	25904
f47	23848
f48	21840
f49	19912
f50	19128
f51	18080
f52	16944
f53	16208
f54	14904
f55	15208
f56	13224
f57	13168
f58	12440
f59	12320
f60	11896
f61	11064
f62	10344
f63	9928
f64	9784


Time taken = 254.755521 seconds


Disk read time = 22.509122 seconds
