F1	28380966541
F0	5187049216
f1	4642498432
f2	193605760
f3	44586240
f4	17856896
f5	9861632
f6	6511488
f7	4685568
f8	3585920
f9	2963456
f10	2540288
f11	2269952
f12	2059648
f13	1912832
f14	1887616
f15	1842560
f16	1834496
f17	1877376
f18	1908352
f19	1964672
f20	2021632
f21	2086016
f22	2078336
f23	2177920
f24	2254592
f25	2320768
f26	2422656
f27	2454144
f28	2555776
f29	2604928
f30	2660096
f31	2718976
f32	2819456
f33	2830336
f34	2881792
f35	2918272
f36	2978048
f37	3005952
f38	3077760
f39	3089280
f40	3192192
f41	3212800
f42	3254272
f43	3343232
f44	3385984
f45	3413504
f46	3476224
f47	3534208
f48	3596416
f49	3655168
f50	3689344
f51	3803520
f52	3820544
f53	3924352
f54	3984128
f55	4056064
f56	4146816
f57	4229376
f58	4264960
f59	4376320
f60	4429440
f61	4473600
f62	4561280
f63	4580736
f64	4572672


fFinal value of th = 7


Time taken = 1253.180344 seconds


Disk read time = 538.554133 seconds
