F1	9309469837
F0	2016639104
f1	1697332224
f2	47474176
f3	13065600
f4	7874944
f5	6702080
f6	6604160
f7	6888448
f8	7405568
f9	7857024
f10	8484736
f11	9050112
f12	9570304
f13	10094080
f14	10640000
f15	11138432
f16	11603840
f17	11978240
f18	12267648
f19	12271616
f20	12308736
f21	11836928
f22	11399680
f23	10570112
f24	9681536
f25	8632448
f26	7549440
f27	6358656
f28	5356544
f29	4357760
f30	3429632
f31	2707072
f32	2082560
f33	1562880
f34	1145088
f35	863104
f36	637568
f37	467840
f38	370816
f39	289280
f40	225664
f41	183040
f42	160640
f43	153472
f44	136832
f45	130432
f46	123136
f47	124288
f48	111616
f49	108672
f50	97792
f51	98560
f52	98048
f53	87296
f54	80896
f55	82688
f56	78208
f57	75136
f58	71296
f59	67968
f60	68992
f61	60544
f62	61312
f63	57600
f64	60032


Time taken = 413.608882 seconds


Disk read time = 216.249073 seconds
