F1	9309469837
F0	2016936416
f1	1697403776
f2	47504896
f3	13023584
f4	7902464
f5	6701024
f6	6623040
f7	6888896
f8	7395936
f9	7893664
f10	8478400
f11	9041696
f12	9588960
f13	10135040
f14	10637760
f15	11135520
f16	11631360
f17	11974560
f18	12252448
f19	12352160
f20	12235488
f21	11869728
f22	11330144
f23	10600352
f24	9689280
f25	8633792
f26	7553568
f27	6417184
f28	5346560
f29	4337728
f30	3476896
f31	2697920
f32	2076480
f33	1564480
f34	1159008
f35	860224
f36	635872
f37	471936
f38	362304
f39	282176
f40	222560
f41	191392
f42	163840
f43	150144
f44	134976
f45	128928
f46	124256
f47	122080
f48	110880
f49	106592
f50	101696
f51	99616
f52	94464
f53	89728
f54	83904
f55	85696
f56	78432
f57	74112
f58	68512
f59	67520
f60	68256
f61	64416
f62	61344
f63	59072
f64	58944


Time taken = 572.404585 seconds


Disk read time = 128.187934 seconds
